ㄷㄱㅎㅈㄷㅀ > 강서유서 | 안녕하세요~^^
   니쉬    > 카이사르 | 지금부터 쭉 돌려야 할거같네요.
   니쉬    >    무광    | 템 사서 끼셔야죠.
카이사르 >   이쓰미   | 4시턴에 장안으로 보내주세요.. 집합으로 양양갔다오려구요
카이사르 >   이쓰미   | 강주는 아까 제가해봤으니 함곡, 남만, 허창, 고창에 하고나서 회의실에 성 정보 올려주세요..
카이사르 >    니쉬    | 수비만하실분이 북두칠성, 잠둥이션인가요.. 둘 다 완에서 수비하면 되겠네요..
카이사르 >    니쉬    | 그리고 4템 누가 사는가요,? 확정짓죠..
카이사르 >   이쓰미   | 아까첩보관련은 국채에 올린다는게 모르고 갠메로 보냈네요 ㅈㅅ
   니쉬    > 카이사르 | 수비 전인호님까지 세분입니다.
   니쉬    > 카이사르 | 명장: 장임, 魯堂首, 북두칠성, 강서유서, 카이사르, 북오더, Anes, 아소, 내나, 잠둥이션, 임사영, 니쉬, 무광
   니쉬    > 카이사르 | 실접: 진리, 이쓰미, 비밀   충차: 감정
   니쉬    > 카이사르 | 이 정도 분들 챙겨주시면 될 듯 합니다.
   니쉬    > 카이사르 | 수비만 하신다는 전인호님도 추가로 지급 해도 될거같고요.
카이사르 >    니쉬    | 현재 자금상황과 아이템 구매한현황 파악해보니 포상지급예정은 아래와같습니다.. 장임5천 강서유서1만5천 카이사르1만 북오더1만 Anes1만5천 아소1만 잠둥이1만5천 임사영5천
카이사르 >    니쉬    | 니쉬 1만5천 진리5천 이쓰미1만5천 비밀5천 감정1만 전인호 1만 ... 이상입니다. 여기서 현재 사령예턴은 포함안된겁니다... 나눠서포상주면될듯
카이사르 > 그만좀불러좀 | 징병후에 7시턴부터는 집합들어가야합니다.. 다른장수들 징병턴이기때문이죠..
   니쉬    > 카이사르 | 예. 알겠습니다
   니쉬    >    감정    | 감정님 지력 1템 사서 무지 스텟 균형 맞춰주세요
    KAITO     >      Air      | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다!
    KAITO     >  Navy마초  | 개인메세지는 3초당 1건만 보낼 수 있습니다!
    KAITO     >  Navy마초  | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다!
    KAITO     >    くま    | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다!
    KAITO     >      橙      | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다!
    KAITO     > 고긔가먹고싶 | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다!
    KAITO     > 국민기업 | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다!
    KAITO     >    낭군    | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다!
    KAITO     > 내정달인 | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다!
    KAITO     >    니콜    | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다!
    KAITO     >   다이스   | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다!
    KAITO     > 돌아온꼰대 | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다!
    KAITO     > 랜임1분장 | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다!
    KAITO     > 러스티건 | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다!
    KAITO     > 메구리네루카 | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
    KAITO     > 미친과학 | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
    KAITO     > 바닥을탁치고 | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
    KAITO     >   박희수   | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
    KAITO     >    비월    | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
    KAITO     > 야근탈출 | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
    KAITO     >   엄백호   | 개인메세지는 3초당 1건만 보낼 수 있습니다!
    KAITO     >   이루나   | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
    KAITO     > 일기토지배자 | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
    KAITO     > 일본어번역기 | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
    KAITO     >    재야    | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
    KAITO     >   정력왕   | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
    KAITO     >   정휘인   | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
    KAITO     > 제갈여포 | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
    KAITO     >   천괴금   | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
    KAITO     >   청기사   | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
    KAITO     >   최태원   | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
    KAITO     > 카가미네렌 | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
    KAITO     >    카토    | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
    KAITO     > 코토와르 | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
    KAITO     > 평민킬러 | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
    KAITO     > 하기싫은데 | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
    KAITO     >   하연주   | 전쟁 직전입니다 모두 전쟁 준비! 예턴 1시간 내 올라옵니다! 용병 고용했습니다!
   니쉬    >    내나    | 수비 설정 바꿔주세요.
   니쉬    >    쿠요    | 수비 설정 바꿔주세요.
   니쉬    > 카이사르 | 저기 전략 의병 썼습니다.
카이사르 >    니쉬    | 그럼 우리도 의병쓸까요? 그거말고는 수몰이나 백동밖에..
   니쉬    > 카이사르 | 기회 봐서 필즉써야죠.
   니쉬    > 카이사르 | 의병 써봐야 숙련 비루해서 드륵드륵 갈릴꺼에요. 거기에 모훈사 하는것도 아니고하니
   니쉬    >     Anes     | 1시턴에 電気電子님 영안으로 발령 좀 부탁드립니다.
   니쉬    > 잠둥이션 | 1시턴에 그만좀불러님 남영으로 발령 좀 부탁드립니다.
악마사냥꾼 >    무광    | 전략은?
   무광    > 악마사냥꾼 | 나중에 필즉이나 쓸까함 저긴 의병장불렀네
악마사냥꾼 >    무광    | 개전필즉이 가장 좋지않나 ㅋㅋ 근데 이미 예턴이 그게아니라
   무광    > 악마사냥꾼 | 저기가 머쓸지몰라서 ㅇㅇ
바닥을탁치고 >   정력왕   | 어서오세요!ㅜ
바닥을탁치고 >   정력왕   | 모훈사출출 5반복 부탁드려요!
  정력왕   > 바닥을탁치고 | 오케이!
카이사르 >    쿠요    | 쿠요님 더문더문부대 지금 시상에 없고 완에 있어요.. 시상으로는 거의 안오고 완에 집중적으로 와서 부대 옮경ㅆ어요.
카이사르 >    감정    | 일단 병력 풀로채워주세요.. 접경지가많은데 장수는 적어서 성벽보이는데 많아요
   니쉬    > 카이사르 | 접률 보고 오후에 필즉 써볼까요?
   니쉬    > 카이사르 | 미리 공지 해놓으면 어느정도 효과는 볼 듯 한대
카이사르 >    니쉬    | 공지를하려면 미리하면 다들 볼거같긴한데... 어디를 집중공랻하실건가요? 남만?
   니쉬    > 카이사르 | 예턴장 남만, 완에서 출병 하고 실접장 여강에서 파양 오 탐라 사비 이도 위례 뚫어볼까요?
카이사르 >    니쉬    | 예턴장은 남만만 뚫고 완은 수비만하죠.. 우리장수가적어 완이랑 남만 둘 다 출병무리.. 실접장은 파양, 오로가도 될듯하요 혹 그 전에 상동뚫으면 남해산월로가도되고 필즉은저녁,,밤
   니쉬    > 카이사르 | 옙. 그럼 그렇게 하시죠
카이사르 >    진리    | 남영지키러 Anes님이랑 저랑 왔으니 꼭 상동 먹어주세요..
   진리    > 카이사르 | 과-연
카이사르 >    진리    | 진님 영안에 두는게 좋겠네요.. 시상발령은 취소해주셔요
카이사르 >   이쓰미   | 임사영님완으로발령
   니쉬    > 카이사르 | 필즉 예고는 빠르면 빠를수록 좋을 듯 한대 국방에 몇시턴으로 남겨놓을까요.
카이사르 >    니쉬    | 이건 수뇌들 접률도 좋아야하니까 갠메로물어보세요 저는 저녁8-9시로 맞추는게 좋은거같은데..
   니쉬    > 카이사르 | 일일이 물어선 어차피 답 안나올테니 8시로 못 박죠. 그래야 출병하고 다음 모병 때 상대 반응도 어느 정도 보기 쉬운 시간이 될 듯 하네요
   니쉬    >   이쓰미   | 잠둥이션님 스핀으로 카이스트-> 완 발령 넣어주세요
   니쉬    >     Anes     | 임사영 완 발령 부탁드립니다.
   니쉬    >   이쓰미   | 발령하시고 양파 꺼버리시면 됩니다. ㅇ
   니쉬    >     Anes     | 상동 부대타고 남해 출병 시도해보시는건 어떠실지
카이사르 >    니쉬    | 네 국채에 공지해주세요..
    Anes     >    니쉬    | 에고 늦었네요
   니쉬    >     Anes     | 괜찮습니다. Anes님. 필사즉생 입력 좀 부탁드립니다. 4,5,6월 턴에 입력해주시면 되고요. Anes님은 징병 6월에 미리 하시면 됩니다.
   니쉬    >     Anes     | 전달 잘못드려 죄송합니다. 필즉 입력은 제가 할게요.
바닥을탁치고 >  Navy마초  | 마초님.. 안계셔서 부대 없으신분위주로 발령보내드리고있습니다..ㅜ 홍농에 가시게되니 방어에 힘써주시면 감사하겠습니다...
 Navy마초  > 바닥을탁치고 | 넹
카이사르 >      DVa      | 공격하고싶으신쪽 있으면 11분까지 저란테 갠메보내주세요
   니쉬    >     Anes     | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >      DVa      | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    >     HideD     | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >     kulee     | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    > ㄷㄱㅎㅈㄷㅀ | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    >    狂三    | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    > 電気電子 | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >   魯堂首   | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >    감정    | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    > 강서유서 | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >    검임    | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    > 그만좀불러좀 | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    >   김우민   | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    >    내나    | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    > 더문더문 | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    >   류화영   | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    >    무광    | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    > 북두칠성 | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    >   북오더   | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    >    비밀    | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    >    선비    | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    >    소하    | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    > 식품영양학 | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    > 아르카나하트 | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    >    아소    | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    > 악마사냥꾼 | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    >    읭읭    | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    >   이쓰미   | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    >   임사영   | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    > 잠둥이션 | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    >    장임    | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    >   전인호   | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    >   쥬비아   | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    > 직장인페이트 | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    >      진      | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    >    진리    | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    > 카이사르 | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    > 카이스트 | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    >    쿠요    | 개인메세지는 3초당 1건만 보낼 수 있습니다!
   니쉬    >      DVa      | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >     HideD     | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >     kulee     | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    > ㄷㄱㅎㅈㄷㅀ | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >    狂三    | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >   魯堂首   | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >    감정    | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    > 강서유서 | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >    검임    | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >    내나    | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >    무광    | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    > 북두칠성 | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >   북오더   | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >    비밀    | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >    선비    | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >    소하    | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    > 아르카나하트 | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >    아소    | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >    읭읭    | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >   이쓰미   | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >   임사영   | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    > 잠둥이션 | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >    장임    | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >   전인호   | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >   쥬비아   | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    > 직장인페이트 | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >      진      | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >    진리    | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    > 카이사르 | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    > 카이스트 | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >    쿠요    | 213年 8月 필사즉생 입니다. 국방을 참고하시어 턴 입력에 착오 없으시길 바랍니다.
   니쉬    >     Anes     | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >      DVa      | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >     HideD     | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >     kulee     | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    > ㄷㄱㅎㅈㄷㅀ | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >    狂三    | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >   魯堂首   | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >    감정    | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    > 강서유서 | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >    검임    | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >    내나    | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >    무광    | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    > 북두칠성 | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >   북오더   | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >    비밀    | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >    선비    | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >    소하    | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    > 식품영양학 | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    > 아르카나하트 | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >    아소    | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >    읭읭    | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >   이쓰미   | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >   임사영   | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    > 잠둥이션 | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >    장임    | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >   전인호   | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >   쥬비아   | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    > 직장인페이트 | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >      진      | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >    진리    | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    > 카이사르 | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    > 카이스트 | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    >    쿠요    | 필즉 출병지 남만->남해로 수정됐습니다.
   니쉬    > 잠둥이션 | 잠둥님 아소님 상동으로 긴급발령좀 해주세요
카이사르 >    니쉬    | 혹시 필즉전에 남해따면 어떻게되는거죠? ㅋㅋ
카이사르 >    무광    | 2시21분턴에 저 남영으로 보낼수있음 발령주시구요 아님 마세요~
카이사르 >   이쓰미   | 2시25분까지 겐메확인했으면 저 2시턴에 발령주시구요 아님 안주셔도됩니다.
   니쉬    > 카이사르 | 따면 뭐... 남해에 뚜벅뚜벅 걸어들 가시게 돼겠죠 orz
  이쓰미   > 카이사르 | 그래서 어디발령해란말..?
카이사르 >   이쓰미   | 아.. 장소를 말안했네요..  남영요
 Navy마초  >    낭군    | 낭군님 모훈훈 되있으세요 모훈사 ㄱㄱ
카이사르 >    진리    | 제가 출병하는 로그보고 남해출병여부 결정해주세요..
   니쉬    >     Anes     | Anes님 저 계양 발령좀 해주세요
   니쉬    > 잠둥이션 | 비밀님 출병 하셨는대도 상동 안넘어가면 상황보고 잠둥님이 출하셔서 마무리 해주세요
잠둥이션 >    니쉬    | 저 아직 훈사 완료가 안되었는데 걍 출병할까요?
   니쉬    > 잠둥이션 | 비밀님이 성벽 치는거 확인하시면 훈사 무관하게 출병하세요 ㅇㅇ
카이사르 >    감정    | 감정님의 공성충차 활약여부에따라 우리국의 운명이 달려있습니다.
   니쉬    > 잠둥이션 | 계양부대 상동으로 옮겨주세요
카이사르 >    니쉬    | 아직까진 오에 아무도없는데 감정님 함곡발령말고 그대로 놓아두시면 어쩌면 오도 함락가능할듯요...
   니쉬    > 카이사르 | 감정님과는 irc에서 말씀 드리고 받고 하고있습니다. 사령만 미리 넣어둔 상태고요
   니쉬    > 카이사르 | 제 턴 직전까지 오가 비어있으면 사령 캔슬 해드린다고 말씀 드렸어요.
카이사르 >    니쉬    | 제가 아얄에 못들어가는상태니까ㅜㅜ 하기야 들어간다고해도 3명도안되겠지만...
   니쉬    > 카이사르 | 히데님 디바님 감정님 저 무광님 이쓰미님 계십니다.
   니쉬    > 카이사르 | irc는 모바일로도 접속이 되는대 힘드신가요
   니쉬    > 잠둥이션 | 턴 사기진작으로 바꿔두세요.
카이사르 >    니쉬    | 일단 설치도 안했구요.. 데이터가 무제한이아니라서 ㅎㅎㅎㅎ 내일 저녁엔 들어갑니다
   니쉬    > 카이사르 | 넵 알겠습니다. irc 네트워크 소모량은 매우 적으니 나중에 기회 되시면 한번 써보세요~
카이사르 >    니쉬    | 저 이번5시턴 첩보한번돌릴수있는데 발령어디든지주시면 건업이나 남해 이런데 할게요...
   니쉬    > 카이사르 | 상동 발령 넣었습니다.
카이사르 >    니쉬    | 수뇌스핀은 1월,7월에 초기화되는건가요? 6시턴에보고 광록훈자리로갈게요.. 우장군은 스핀하게되면 그사람줄게요
   니쉬    > 카이사르 | 네 1, 7월 입니다.
   니쉬    > 카이사르 | 임사영님 자리는 필즉 끝난 후 저로 교체 해주시면 될거같습니다.
   니쉬    > 카이사르 | 이쓰미님 짜르셨네 =_=a
카이사르 >    니쉬    | 접률이 니쉬님이 훨씬 좋으니까 혹 5-6시턴에 발령이 필요할 수 있자나요.. 이쓰미님이야 8시 이후에 다시 사령주면되니깐요..
   니쉬    > 카이사르 | 넵. / =_=
   니쉬    > 잠둥이션 | Anes님 오로 발령해주세요
   니쉬    >     Anes     | 오 발령 부탁드렸으니 탐라 치셔도 될 거 같으시면 부대 내려서 탐라 쳐주세요
   니쉬    >    감정    | 탐라 출병이요
   니쉬    > 잠둥이션 | 잠둥님 함곡에 있는 부대 자동으로 발령 좀 부탁드립니다
   니쉬    >    감정    | 남만 출병 부탁드립니다.
   니쉬    >      DVa      | 魯堂首님 첫턴에 Dva님 덕양으로 발령해주세요.
   니쉬    > 잠둥이션 | 내나님 오로 발령해주세요
카이사르 >   魯堂首   | Dva님은 제가발령주니 내나님 오로 좀 발령주세요
카이사르 >   魯堂首   | Kulee 탐라로 발령부탁합니다~
   니쉬    >   魯堂首   | 魯堂首님 김우민 탐라로 발령 좀 부탁드립니다.
카이사르 >    니쉬    | 벌써 저 사비로 발령예턴했네요 ㄷ ㄷ
카이사르 >    장임    | 아네스님이 사비먹을거니까 사비로 발령줄게요 같이 위례치죠
   니쉬    > 카이사르 | 사비 넘어갈껀 뻔히 보이고 카이사르님이 오실껀 알았으니까유~ b
   니쉬    >   魯堂首   | 魯堂首 이도로 출병 부탁드립니다.
   니쉬    >   전인호   | 접속해서 보시면 출병지 이도로 해주시면 감사하겠습니다
   니쉬    >     Anes     | 그만좀불러 부대 대로 이동시켜주세요.
    Anes     >    니쉬    | 네넹
   니쉬    >     Anes     | 아 죄송해요 대로 발령은 빼주셔도 됩니다
   니쉬    > 카이사르 | 사비에 수비 병력좀 발령해주세요. 부대 발령이 늦어서
   니쉬    >   魯堂首   | 魯堂首님 잠시 출병 하지 말고 내정 한두턴만 입력해주세요
   니쉬    >   魯堂首   | 魯堂首 악마사냥꾼 이도로 발령좀 부탁드립니다.
눈팅하러옴 >     Anes     | ㅁㄱ 이다 ㅁㄱㅁㄱ
카이사르 >    니쉬    | 흠..시상으로 발령주시면 제가 산월, 고창 마무리할까요?
   니쉬    > 카이사르 | 발령드림
눈팅하러옴 >   청기사   | ㅁㄱㅁㄱ?
   니쉬    > 카이사르 | 발령 캔슬 할까요?
카이사르 >    니쉬    | 발령주세요
   니쉬    > 카이사르 | 홍농 재연결 시도해보시는건?
카이사르 >    니쉬    | 넵
   니쉬    > 카이사르 | 함곡 발령 넣었습니다.
   니쉬    >     Anes     | 함곡 발령 주세요. 모출이라도 해야겠네요
   니쉬    >   이쓰미   | 발령 빼주세요.
   니쉬    > 직장인페이트 | 유구 출 부탁 드립니다.
카이사르 >     Anes     | Anes님 포상턴(북오더,전인호) 2개 제가 가져갑니다..
   카토    >  Navy마초  | 마초님 오시면 일본어님 금몰수 빼주세요
   니쉬    > 카이사르 | 하내 출 저도 할게유
   니쉬    > 카이사르 | 출병지 수정 원하시면 갠매 주세요
카이사르 >    니쉬    | 니쉬님이 하내 한방에 딸수있나요? 한방에따게되면 저는 서주나 고창 산월같은데 정리하는게 낫고...
   니쉬    > 카이사르 | 힘들껄요? 귀병이라 복불복이 심해요
카이사르 >    니쉬    | 그럼 저는 그대로 하내출병할게요.. 업이랑 복양에갖힌 부대부터 구조하죠
  청기사   > 눈팅하러옴 | ㅇㅇ
   카토    > 바닥을탁치고 | 턴전에 보시면 저 쌀 1만 포상도 넣어주시고 요양 1턴하세요
   카토    >  Navy마초  | 마초님 턴전에 보시면 군주님 진양 발령이요
   카토    >   엄백호   | 보시면 미과님 금쌀 1만씩 몰수해주세요
카이사르 >    니쉬    | 여강에 니콜 충차 왔는데 파양쳐서 끊겠죠? 니콜 턴 시각이 언제였더라;;;
   니쉬    >     Anes     | 저 적벽 발령좀 주세요
   니쉬    > 카이사르 | 발령드렸으니 보세요
   니쉬    > 카이사르 | anes로 스핀해서 저 파양 보내주세요.
   니쉬    > 카이사르 | 쥬비아님 발령 제가함
   니쉬    >    무광    | 페이트님 남해 발령이요
   니쉬    > 직장인페이트 | 산월 따주세요
눈팅하러옴 >   청기사   | 담기 건국하느실거?
  청기사   > 눈팅하러옴 | ㄴㄴ 망겜 이
